third_party,rep_inc_party,dem_inc,rep_inc,dem_inc_party,july_dem,jul_rep,aug_dem,aug_rep,sep_dem,sep_rep,oct_dem,oct_rep,unem_dec_t_1,unem_per_change_t_2_t_1,GDP_per_change_t_1,inflation_t_1,last_recession,greatwar_years,avg_pres_approval,int_pres_approval_dem_inc,int_pres_approval_dem_inc_party,state_gdp,state_gdp_per_cap,pop_density,region_ne,region_mw,region_s,region_w,prog,trad,moral,ind,lag_dem_per,lag2_dem_per,counter,int_south_year,lag_citi,lag_nom
0,1,0,0,0,46.5,42.5,47.67,43,46.67,46.33,51.8,41.6,5,0.6,1.9,4.1,0,1,36.5,0,0,60700000000,45900,141.4030779,1,0,0,0,0,0,0,0,50.2,46.8,50,0,47.12168884,29.62776947
0,0,1,0,1,47.25,45,46.33,46,49.67,44,48,47.25,8.5,-0.8,1.6,3,3,0,49.1,49.1,49.1,65400000000,49500,141.2961164,1,0,0,0,0,0,0,0,54,50.2,54,0,59.72382355,63.56723785
0,0,0,0,1,40.33,38.33,42.67,37.33,42.33,40,45.25,40.25,5,-0.6,2.9,0.7,7,0,46.7,0,46.7,75900000000,56600,143.5423075,1,0,0,0,0,0,0,0,52,54,58,0,50.88744736,46.93997192
0,1,0,1,0,37,56,30.5,60.5,33,61,35,59.5,6,-0.1,3.3,3.3,2,1,55.8,0,0,41300000000,5620,842.5259499,1,0,0,0,0,0,0,0,44,65.6,14,0,73.38568878,57.25568008
0,1,0,0,0,62,29,52.5,34,51,40,47.33,45,4.9,-0.3,5.6,8.7,1,0,47.2,0,0,56100000000,7640,841.3795001,1,0,0,0,0,0,0,0,36.8,44,18,0,59.86608124,46.96274948
1,0,1,0,1,35,34.75,35.67,40.67,35.67,40.67,44.33,42,6,0,3.2,13.3,0,0,45.5,45.5,45.5,81100000000,11000,845.7360093,1,0,0,0,0,0,0,0,47.9,36.8,22,0,70.98096466,68.60392761
0,1,0,1,0,41,53,38.5,55.25,38.5,55.25,39.33,57.67,8.3,-2.5,4.6,3.8,2,0,50.3,0,0,1.18E+11,15700,861.9009513,1,0,0,0,0,0,0,0,38.6,47.9,26,0,65.54325867,66.11522675
0,1,0,0,0,50.5,39,49,42,41.5,48,40,50,5.7,-0.9,3.5,4.4,6,0,55.3,0,0,1.75E+11,22700,884.8299471,1,0,0,0,0,0,0,0,39.2,38.6,30,0,61.87014389,51.33242416
1,1,0,1,0,52.25,37.5,52.67,39.33,52,38.8,44.92,33.83,7.3,1,-0.1,3.1,1,0,60.9,0,0,2.22E+11,28400,896.5237349,1,0,0,0,0,0,0,0,42.6,39.2,34,0,72.59108734,49.20384979
1,0,1,0,1,50,34,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5,0,49.6,49.6,49.6,2.63E+11,32800,918.076991,1,0,0,0,0,0,0,0,43,42.6,38,0,64.97834015,53.91348267
0,0,0,0,1,41,47.5,42,50.25,43.62,47.23,43.73,46.87,4,-0.4,4.8,2.7,9,0,60.6,0,60.6,3.37E+11,40100,964.6228524,1,0,0,0,0,0,0,0,53.7,43,42,0,61.63549042,38.60035706
0,1,0,1,0,47.33,47.33,46,48,44.5,52,47.4,49.8,5.7,-0.3,2.9,1.9,3,1,62.2,0,0,4.05E+11,46900,990.6472626,1,0,0,0,0,0,0,0,56.1,53.7,46,0,57.95651245,38.72401428
0,1,0,0,0,46.5,42.5,47.67,43,46.67,46.33,51.8,41.6,5,0.6,1.9,4.1,0,1,36.5,0,0,4.81E+11,55500,993.1694522,1,0,0,0,0,0,0,0,52.9,56.1,50,0,67.49102783,68.02690887
0,0,1,0,1,47.25,45,46.33,46,49.67,44,48,47.25,8.5,-0.8,1.6,3,3,0,49.1,49.1,49.1,4.99E+11,56200,1017.474188,1,0,0,0,0,0,0,0,57,52.9,54,0,72.18222046,69.14151001
0,0,0,0,1,40.33,38.33,42.67,37.33,42.33,40,45.25,40.25,5,-0.6,2.9,0.7,7,0,46.7,0,46.7,5.69E+11,64100,1017.474188,1,0,0,0,0,0,0,0,58,57,58,0,59.37340927,52.22249985
0,1,0,1,0,37,56,30.5,60.5,33,61,35,59.5,6,-0.1,3.3,3.3,2,1,55.8,0,0,4820000000,4480,8.849390124,0,0,0,1,0,0,0,0,39.7,59,14,0,29.94424057,46.55575562
0,1,0,0,0,62,29,52.5,34,51,40,47.33,45,4.9,-0.3,5.6,8.7,1,0,47.2,0,0,8100000000,6910,9.638926789,0,0,0,1,0,0,0,0,36.5,39.7,18,0,38.53765869,56.15358734
1,0,1,0,1,35,34.75,35.67,40.67,35.67,40.67,44.33,42,6,0,3.2,13.3,0,0,45.5,45.5,45.5,13100000000,10000,10.73276404,0,0,0,1,0,0,0,0,48.1,36.5,22,0,22.71107674,54.27565384
0,1,0,1,0,41,53,38.5,55.25,38.5,55.25,39.33,57.67,8.3,-2.5,4.6,3.8,2,0,50.3,0,0,19900000000,13900,11.73613356,0,0,0,1,0,0,0,0,36.7,48.1,26,0,15.34653187,45.06970596
0,1,0,0,0,50.5,39,49,42,41.5,48,40,50,5.7,-0.9,3.5,4.4,6,0,55.3,0,0,22400000000,14800,12.4187538,0,0,0,1,0,0,0,0,39.2,36.7,30,0,53.72961044,63.06007004
1,1,0,1,0,52.25,37.5,52.67,39.33,52,38.8,44.92,33.83,7.3,1,-0.1,3.1,1,0,60.9,0,0,30300000000,19200,13.0109063,0,0,0,1,0,0,0,0,46.9,39.2,34,0,49.02623367,46.63711548
1,0,1,0,1,50,34,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5,0,49.6,49.6,49.6,42100000000,24600,14.04717317,0,0,0,1,0,0,0,0,45.9,46.9,38,0,51.29377747,64.56237793
0,0,0,0,1,41,47.5,42,50.25,43.62,47.23,43.73,46.87,4,-0.4,4.8,2.7,9,0,60.6,0,60.6,53100000000,29200,14.96007494,0,0,0,1,0,0,0,0,49.2,45.9,42,0,49.24517441,50.85932541
0,1,0,1,0,47.33,47.33,46,48,44.5,52,47.4,49.8,5.7,-0.3,2.9,1.9,3,1,62.2,0,0,62900000000,33200,15.56045178,0,0,0,1,0,0,0,0,47.9,49.2,46,0,42.08226013,51.05074692
0,1,0,0,0,46.5,42.5,47.67,43,46.67,46.33,51.8,41.6,5,0.6,1.9,4.1,0,1,36.5,0,0,80600000000,40600,16.3417641,0,0,0,1,0,0,0,0,49,47.9,50,0,56.92579269,66.92343903
0,0,1,0,1,47.25,45,46.33,46,49.67,44,48,47.25,8.5,-0.8,1.6,3,3,0,49.1,49.1,49.1,86600000000,41500,17.14774945,0,0,0,1,0,0,0,0,57,49,54,0,68.09038544,66.92343903
0,0,0,0,1,40.33,38.33,42.67,37.33,42.33,40,45.25,40.25,5,-0.6,2.9,0.7,7,0,46.7,0,46.7,90800000000,43400,17.21354417,0,0,0,1,0,0,0,0,53,57,58,0,53.44274521,43.47837067
0,1,0,1,0,37,56,30.5,60.5,33,61,35,59.5,6,-0.1,3.3,3.3,2,1,55.8,0,0,1.19E+11,6470,337.274434,1,0,0,0,0,0,0,0,49.7,68.6,14,0,72.87747955,49.66669846
0,1,0,0,0,62,29,52.5,34,51,40,47.33,45,4.9,-0.3,5.6,8.7,1,0,47.2,0,0,1.55E+11,8560,331.7753943,1,0,0,0,0,0,0,0,41.2,49.7,18,0,57.7043457,44.27399826
1,0,1,0,1,35,34.75,35.67,40.67,35.67,40.67,44.33,42,6,0,3.2,13.3,0,0,45.5,45.5,45.5,2.18E+11,12400,322.6103281,1,0,0,0,0,0,0,0,51.9,41.2,22,0,62.88729095,63.31348419
0,1,0,1,0,41,53,38.5,55.25,38.5,55.25,39.33,57.67,8.3,-2.5,4.6,3.8,2,0,50.3,0,0,3.05E+11,17200,324.4433414,1,0,0,0,0,0,0,0,44,51.9,26,0,61.43320084,62.28872299
0,1,0,0,0,50.5,39,49,42,41.5,48,40,50,5.7,-0.9,3.5,4.4,6,0,55.3,0,0,4.18E+11,23400,328.1093678,1,0,0,0,0,0,0,0,45.8,44,30,0,60.50267029,63.33871841
1,1,0,1,0,52.25,37.5,52.67,39.33,52,38.8,44.92,33.83,7.3,1,-0.1,3.1,1,0,60.9,0,0,4.97E+11,27500,331.7753943,1,0,0,0,0,0,0,0,51.6,45.8,34,0,73.50461578,63.36750031
1,0,1,0,1,50,34,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5,0,49.6,49.6,49.6,5.83E+11,32200,331.7753943,1,0,0,0,0,0,0,0,49.7,51.6,38,0,72.00557709,64.11612701
0,0,0,0,1,41,47.5,42,50.25,43.62,47.23,43.73,46.87,4,-0.4,4.8,2.7,9,0,60.6,0,60.6,7.94E+11,41800,348.2725133,1,0,0,0,0,0,0,0,59.5,49.7,42,0,64.27658844,47.13199615
0,1,0,1,0,47.33,47.33,46,48,44.5,52,47.4,49.8,5.7,-0.3,2.9,1.9,3,1,62.2,0,0,9.05E+11,46900,353.771553,1,0,0,0,0,0,0,0,60.2,59.5,46,0,60.58224106,47.06890488
0,1,0,0,0,46.5,42.5,47.67,43,46.67,46.33,51.8,41.6,5,0.6,1.9,4.1,0,1,36.5,0,0,1.11E+12,56900,357.4375795,1,0,0,0,0,0,0,0,58.4,60.2,50,0,72.58110809,46.28211594
0,0,1,0,1,47.25,45,46.33,46,49.67,44,48,47.25,8.5,-0.8,1.6,3,3,0,49.1,49.1,49.1,1.24E+12,63300,359.2705927,1,0,0,0,0,0,0,0,63,58.4,54,0,80.37998962,64.2359314
0,0,0,0,1,40.33,38.33,42.67,37.33,42.33,40,45.25,40.25,5,-0.6,2.9,0.7,7,0,46.7,0,46.7,1.49E+12,76000,359.2705927,1,0,0,0,0,0,0,0,63,63,58,0,60.71583557,64.78417206
0,1,0,1,0,37,56,30.5,60.5,33,61,35,59.5,6,-0.1,3.3,3.3,2,1,55.8,0,0,25000000000,4790,97.0100611,0,0,1,0,0,0,0,0,29.2,56.2,14,14,4.261007309,53.86317825
0,1,0,0,0,62,29,52.5,34,51,40,47.33,45,4.9,-0.3,5.6,8.7,1,0,47.2,0,0,36000000000,6590,101.4880203,0,0,1,0,0,0,0,0,28.9,29.2,18,18,14.12107658,55.29286957
1,0,1,0,1,35,34.75,35.67,40.67,35.67,40.67,44.33,42,6,0,3.2,13.3,0,0,45.5,45.5,45.5,54500000000,9260,109.4034169,0,0,1,0,0,0,0,0,55.2,28.9,22,22,27.57229042,44.09792328
0,1,0,1,0,41,53,38.5,55.25,38.5,55.25,39.33,57.67,8.3,-2.5,4.6,3.8,2,0,50.3,0,0,77500000000,12600,114.6246058,0,0,1,0,0,0,0,0,47.2,55.2,26,26,24.59956741,60.07042313
0,1,0,0,0,50.5,39,49,42,41.5,48,40,50,5.7,-0.9,3.5,4.4,6,0,55.3,0,0,1.13E+11,17400,120.5704437,0,0,1,0,0,0,0,0,37.9,47.2,30,30,30.89660072,59.89268875
1,1,0,1,0,52.25,37.5,52.67,39.33,52,38.8,44.92,33.83,7.3,1,-0.1,3.1,1,0,60.9,0,0,1.46E+11,21400,127.0179616,0,0,1,0,0,0,0,0,41.7,37.9,34,34,47.96040344,43.51875305
1,0,1,0,1,50,34,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5,0,49.6,49.6,49.6,1.93E+11,26400,135.8066532,0,0,1,0,0,0,0,0,42.7,41.7,38,38,42.73139954,43.53873444
0,0,0,0,1,41,47.5,42,50.25,43.62,47.23,43.73,46.87,4,-0.4,4.8,2.7,9,0,60.6,0,60.6,2.64E+11,32800,149.5564033,0,0,1,0,0,0,0,0,44,42.7,42,42,42.2868042,56.3446846
0,1,0,1,0,47.33,47.33,46,48,44.5,52,47.4,49.8,5.7,-0.3,2.9,1.9,3,1,62.2,0,0,3.09E+11,36200,158.6423868,0,0,1,0,0,0,0,0,43.2,44,46,46,38.041996,64.99204254
0,1,0,0,0,46.5,42.5,47.67,43,46.67,46.33,51.8,41.6,5,0.6,1.9,4.1,0,1,36.5,0,0,3.96E+11,42800,171.8161339,0,0,1,0,0,0,0,0,43.6,43.2,50,50,45.76927185,62.34217072
0,0,1,0,1,47.25,45,46.33,46,49.67,44,48,47.25,8.5,-0.8,1.6,3,3,0,49.1,49.1,49.1,4.27E+11,43800,181.1065056,0,0,1,0,0,0,0,0,50,43.6,54,54,62.43188858,63.96995163
0,0,0,0,1,40.33,38.33,42.67,37.33,42.33,40,45.25,40.25,5,-0.6,2.9,0.7,7,0,46.7,0,46.7,5.03E+11,49300,189.5235823,0,0,1,0,0,0,0,0,48,50,58,58,40.83254623,46.06940079
0,1,0,1,0,37,56,30.5,60.5,33,61,35,59.5,6,-0.1,3.3,3.3,2,1,55.8,0,0,2630000000,4150,8.967681269,0,1,0,0,0,0,0,0,38.2,58,14,0,40.06373215,54.77867126
0,1,0,0,0,62,29,52.5,34,51,40,47.33,45,4.9,-0.3,5.6,8.7,1,0,47.2,0,0,4870000000,7550,9.123271953,0,1,0,0,0,0,0,0,35.8,38.2,18,0,40.51589203,56.54338837
1,0,1,0,1,35,34.75,35.67,40.67,35.67,40.67,44.33,42,6,0,3.2,13.3,0,0,45.5,45.5,45.5,7220000000,11000,9.250573422,0,1,0,0,0,0,0,0,45.8,35.8,22,0,43.98479462,55.87273407
0,1,0,1,0,41,53,38.5,55.25,38.5,55.25,39.33,57.67,8.3,-2.5,4.6,3.8,2,0,50.3,0,0,10000000000,14600,9.717345476,0,1,0,0,0,0,0,0,26.3,45.8,26,0,47.59442139,55.87273407
0,1,0,0,0,50.5,39,49,42,41.5,48,40,50,5.7,-0.9,3.5,4.4,6,0,55.3,0,0,10300000000,15400,9.434453322,0,1,0,0,0,0,0,0,33.8,26.3,30,0,69.9369812,48.87124634
1,1,0,1,0,52.25,37.5,52.67,39.33,52,38.8,44.92,33.83,7.3,1,-0.1,3.1,1,0,60.9,0,0,11700000000,18500,8.967681269,0,1,0,0,0,0,0,0,43,33.8,34,0,68.95703125,58.95868683
1,0,1,0,1,50,34,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5,0,49.6,49.6,49.6,14800000000,23000,9.094982738,0,1,0,0,0,0,0,0,32.2,43,38,0,65.45597839,60.24204254
0,0,0,0,1,41,47.5,42,50.25,43.62,47.23,43.73,46.87,4,-0.4,4.8,2.7,9,0,60.6,0,60.6,17000000000,26500,9.08083813,0,1,0,0,0,0,0,0,40.1,32.2,42,0,54.79085922,42.75408936
0,1,0,1,0,47.33,47.33,46,48,44.5,52,47.4,49.8,5.7,-0.3,2.9,1.9,3,1,62.2,0,0,22100000000,34700,9.010115092,0,1,0,0,0,0,0,0,33.1,40.1,46,0,55.8248024,32.22839355
0,1,0,0,0,46.5,42.5,47.67,43,46.67,46.33,51.8,41.6,5,0.6,1.9,4.1,0,1,36.5,0,0,28700000000,44800,9.066693523,0,1,0,0,0,0,0,0,35.5,33.1,50,0,63.28768921,40.25243759
0,0,1,0,1,47.25,45,46.33,46,49.67,44,48,47.25,8.5,-0.8,1.6,3,3,0,49.1,49.1,49.1,41200000000,58700,9.929514591,0,1,0,0,0,0,0,0,45,35.5,54,0,67.37831116,33.69369125
0,0,0,0,1,40.33,38.33,42.67,37.33,42.33,40,45.25,40.25,5,-0.6,2.9,0.7,7,0,46.7,0,46.7,54900000000,72800,10.66503419,0,1,0,0,0,0,0,0,39,45,58,0,48.1371727,32.97283936
0,1,0,1,0,37,56,30.5,60.5,33,61,35,59.5,6,-0.1,3.3,3.3,2,1,55.8,0,0,58000000000,5420,238.7029906,0,1,0,0,0,0,0,0,42.9,62.9,14,0,50.75385284,34.84062195
0,1,0,0,0,62,29,52.5,34,51,40,47.33,45,4.9,-0.3,5.6,8.7,1,0,47.2,0,0,78100000000,7300,238.7029906,0,1,0,0,0,0,0,0,38.1,42.9,18,0,50.92371368,54.52056122
1,0,1,0,1,35,34.75,35.67,40.67,35.67,40.67,44.33,42,6,0,3.2,13.3,0,0,45.5,45.5,45.5,1.17E+11,10800,240.9338596,0,1,0,0,0,0,0,0,48.9,38.1,22,0,47.63516235,51.18216705
0,1,0,1,0,41,53,38.5,55.25,38.5,55.25,39.33,57.67,8.3,-2.5,4.6,3.8,2,0,50.3,0,0,1.45E+11,13600,238.7029906,0,1,0,0,0,0,0,0,40.9,48.9,26,0,45.36808777,48.48651123
0,1,0,0,0,50.5,39,49,42,41.5,48,40,50,5.7,-0.9,3.5,4.4,6,0,55.3,0,0,1.92E+11,17600,243.1647287,0,1,0,0,0,0,0,0,40.1,40.9,30,0,49.21790695,63.79358292
1,1,0,1,0,52.25,37.5,52.67,39.33,52,38.8,44.92,33.83,7.3,1,-0.1,3.1,1,0,60.9,0,0,2.34E+11,21300,245.3955978,0,1,0,0,0,0,0,0,44.1,40.1,34,0,56.99909973,58.83822632
1,0,1,0,1,50,34,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5,0,49.6,49.6,49.6,2.98E+11,26600,249.8573359,0,1,0,0,0,0,0,0,40.2,44.1,38,0,54.72200775,41.34006119
0,0,0,0,1,41,47.5,42,50.25,43.62,47.23,43.73,46.87,4,-0.4,4.8,2.7,9,0,60.6,0,60.6,3.76E+11,33000,254.3190741,0,1,0,0,0,0,0,0,47.4,40.2,42,0,45.82920074,33.83299637
0,1,0,1,0,47.33,47.33,46,48,44.5,52,47.4,49.8,5.7,-0.3,2.9,1.9,3,1,62.2,0,0,4.25E+11,37000,256.5499431,0,1,0,0,0,0,0,0,46.4,47.4,46,0,44.70298767,33.2146759
0,1,0,0,0,46.5,42.5,47.67,43,46.67,46.33,51.8,41.6,5,0.6,1.9,4.1,0,1,36.5,0,0,4.91E+11,42700,256.5499431,0,1,0,0,0,0,0,0,48.7,46.4,50,0,52.15552521,33.18482208
0,0,1,0,1,47.25,45,46.33,46,49.67,44,48,47.25,8.5,-0.8,1.6,3,3,0,49.1,49.1,49.1,5.25E+11,45300,258.7808122,0,1,0,0,0,0,0,0,52,48.7,54,0,62.28827286,53.38684845
0,0,0,0,1,40.33,38.33,42.67,37.33,42.33,40,45.25,40.25,5,-0.6,2.9,0.7,7,0,46.7,0,46.7,6.10E+11,52600,258.7808122,0,1,0,0,0,0,0,0,51,52,58,0,48.52020645,28.53730011
0,1,0,1,0,37,56,30.5,60.5,33,61,35,59.5,6,-0.1,3.3,3.3,2,1,55.8,0,0,11300000000,4290,37.66870623,0,0,1,0,0,0,0,0,32,55.7,14,14,23.76312447,50.69165039
0,1,0,0,0,62,29,52.5,34,51,40,47.33,45,4.9,-0.3,5.6,8.7,1,0,47.2,0,0,18200000000,6570,39.62868069,0,0,1,0,0,0,0,0,24,32,18,18,28.98390961,64.16499329
1,0,1,0,1,35,34.75,35.67,40.67,35.67,40.67,44.33,42,6,0,3.2,13.3,0,0,45.5,45.5,45.5,31500000000,10400,43.46279132,0,0,1,0,0,0,0,0,48.7,24,22,22,25.46374321,59.92957687
